Gene.stable.ID,HGNC.symbol,Gene.stable.ID.1
ENSMUSG00000031392,IRAK1,ENSG00000184216
ENSMUSG00000031393,MECP2,ENSG00000169057
ENSMUSG00000031394,OPN1LW,ENSG00000102076
ENSMUSG00000031394,OPN1MW,ENSG00000268221
ENSMUSG00000031394,OPN1MW2,ENSG00000166160
ENSMUSG00000031394,OPN1MW3,ENSG00000269433
ENSMUSG00000031398,PLXNA3,ENSG00000130827
ENSMUSG00000031399,FAM3A,ENSG00000071889
ENSMUSG00000031400,G6PD,ENSG00000160211
ENSMUSG00000031402,MPP1,ENSG00000130830
ENSMUSG00000031403,DKC1,ENSG00000130826
ENSMUSG00000031409,TCEAL6,ENSG00000204071
ENSMUSG00000031409,TCEAL5,ENSG00000204065
ENSMUSG00000031409,TCEAL3,ENSG00000196507
ENSMUSG00000031410,NXF5,ENSG00000126952
ENSMUSG00000031410,NXF2,ENSG00000269405
ENSMUSG00000031410,NXF2B,ENSG00000269437
ENSMUSG00000031422,MORF4L2,ENSG00000123562
ENSMUSG00000031425,PLP1,ENSG00000123560
ENSMUSG00000031428,ZCCHC18,ENSG00000166707
ENSMUSG00000031428,ZCCHC12,ENSG00000174460
ENSMUSG00000031429,PSMD10,ENSG00000101843
ENSMUSG00000031431,TSC22D3,ENSG00000157514
ENSMUSG00000031432,PRPS1,ENSG00000147224
ENSMUSG00000031433,RBM41,ENSG00000089682
ENSMUSG00000031434,MORC4,ENSG00000133131
ENSMUSG00000031438,RNF128,ENSG00000133135
ENSMUSG00000031441,ATP11A,ENSG00000068650
ENSMUSG00000031442,MCF2L,ENSG00000126217
ENSMUSG00000031443,F7,ENSG00000057593
ENSMUSG00000031444,F10,ENSG00000126218
ENSMUSG00000031445,PROZ,ENSG00000126231
ENSMUSG00000031446,CUL4A,ENSG00000139842
ENSMUSG00000031447,LAMP1,ENSG00000185896
ENSMUSG00000031448,ADPRHL1,ENSG00000153531
ENSMUSG00000031449,ATP4B,ENSG00000186009
ENSMUSG00000031450,GRK1,ENSG00000185974
ENSMUSG00000031451,GAS6,ENSG00000183087
ENSMUSG00000031453,RASA3,ENSG00000185989
ENSMUSG00000031458,COPRS,ENSG00000172301
ENSMUSG00000031461,MYOM2,ENSG00000036448
ENSMUSG00000031465,ANGPT2,ENSG00000091879
ENSMUSG00000031467,AGPAT5,ENSG00000155189
ENSMUSG00000031478,NEK3,ENSG00000136098
ENSMUSG00000031479,VPS36,ENSG00000136100
ENSMUSG00000031480,THSD1,ENSG00000136114
ENSMUSG00000031482,SLC25A15,ENSG00000102743
ENSMUSG00000031483,ERLIN2,ENSG00000147475
ENSMUSG00000031485,PLPBP,ENSG00000147471
ENSMUSG00000031486,ADGRA2,ENSG00000020181
ENSMUSG00000031487,BRF2,ENSG00000104221
ENSMUSG00000031488,RAB11FIP1,ENSG00000156675
ENSMUSG00000031489,,ENSG00000285880
ENSMUSG00000031489,ADRB3,ENSG00000188778
ENSMUSG00000031490,EIF4EBP1,ENSG00000187840
ENSMUSG00000031493,GGN,ENSG00000179168
ENSMUSG00000031494,CD209,ENSG00000090659
ENSMUSG00000031495,CD209,ENSG00000090659
ENSMUSG00000031497,TNFSF13B,ENSG00000102524
ENSMUSG00000031502,COL4A1,ENSG00000187498
ENSMUSG00000031503,COL4A2,ENSG00000134871
ENSMUSG00000031504,RAB20,ENSG00000139832
ENSMUSG00000031505,NAXD,ENSG00000213995
ENSMUSG00000031506,PTPN7,ENSG00000143851
ENSMUSG00000031508,ANKRD10,ENSG00000088448
ENSMUSG00000031511,ARHGEF7,ENSG00000102606
ENSMUSG00000031513,LEPROTL1,ENSG00000104660
ENSMUSG00000031516,DCTN6,ENSG00000104671
ENSMUSG00000031517,GPM6A,ENSG00000150625
ENSMUSG00000031518,SPATA4,ENSG00000150628
ENSMUSG00000031519,ASB5,ENSG00000164122
ENSMUSG00000031520,VEGFC,ENSG00000150630
ENSMUSG00000031521,AGA,ENSG00000038002
ENSMUSG00000031523,DLC1,ENSG00000164741
ENSMUSG00000031527,ERI1,ENSG00000104626
ENSMUSG00000031529,TNKS,ENSG00000173273
ENSMUSG00000031530,DUSP4,ENSG00000120875
ENSMUSG00000031532,SARAF,ENSG00000133872
ENSMUSG00000031533,MRPS31,ENSG00000102738
ENSMUSG00000031534,SMIM19,ENSG00000176209
ENSMUSG00000031536,POLB,ENSG00000070501
ENSMUSG00000031537,IKBKB,ENSG00000104365
ENSMUSG00000031538,PLAT,ENSG00000104368
ENSMUSG00000031539,AP3M2,ENSG00000070718
ENSMUSG00000031540,KAT6A,ENSG00000083168
ENSMUSG00000031543,ANK1,ENSG00000029534
ENSMUSG00000031545,GPAT4,ENSG00000158669
ENSMUSG00000031546,GINS4,ENSG00000147536
ENSMUSG00000031548,SFRP1,ENSG00000104332
ENSMUSG00000031551,IDO1,ENSG00000131203
ENSMUSG00000031555,ADAM9,ENSG00000168615
ENSMUSG00000031556,TM2D2,ENSG00000169490
ENSMUSG00000031557,PLEKHA2,ENSG00000169499
ENSMUSG00000031558,SLIT2,ENSG00000145147
ENSMUSG00000031561,TENM3,ENSG00000218336
ENSMUSG00000031562,DCTD,ENSG00000129187
ENSMUSG00000031563,WWC2,ENSG00000151718
ENSMUSG00000031565,FGFR1,ENSG00000077782
ENSMUSG00000031568,RWDD4,ENSG00000182552
ENSMUSG00000031570,PLPP5,ENSG00000147535
ENSMUSG00000031574,STAR,ENSG00000147465
ENSMUSG00000031575,ASH2L,ENSG00000129691
ENSMUSG00000031576,KCNU1,ENSG00000215262
ENSMUSG00000031577,TTI2,ENSG00000129696
ENSMUSG00000031578,MAK16,ENSG00000198042
ENSMUSG00000031583,WRN,ENSG00000165392
ENSMUSG00000031584,GSR,ENSG00000104687
ENSMUSG00000031585,GTF2E2,ENSG00000197265
ENSMUSG00000031586,RBPMS,ENSG00000157110
ENSMUSG00000031590,FRG1,ENSG00000109536
ENSMUSG00000031591,ASAH1,ENSG00000104763
ENSMUSG00000031592,PCM1,ENSG00000078674
ENSMUSG00000031594,FGL1,ENSG00000104760
ENSMUSG00000031595,PDGFRL,ENSG00000104213
ENSMUSG00000031596,SLC7A2,ENSG00000003989
ENSMUSG00000031600,VPS37A,ENSG00000155975
ENSMUSG00000031601,CNOT7,ENSG00000198791
ENSMUSG00000031603,FGF20,ENSG00000078579
ENSMUSG00000031604,MSMO1,ENSG00000052802
ENSMUSG00000031605,KLHL2,ENSG00000109466
ENSMUSG00000031608,GALNT7,ENSG00000109586
ENSMUSG00000031609,SAP30,ENSG00000164105
ENSMUSG00000031613,HPGD,ENSG00000164120
ENSMUSG00000031616,EDNRA,ENSG00000151617
ENSMUSG00000031617,TMEM184C,ENSG00000164168
ENSMUSG00000031618,NR3C2,ENSG00000151623
ENSMUSG00000031621,ISX,ENSG00000175329
ENSMUSG00000031622,SIN3B,ENSG00000127511
ENSMUSG00000031626,SORBS2,ENSG00000154556
ENSMUSG00000031627,IRF2,ENSG00000168310
ENSMUSG00000031628,CASP3,ENSG00000164305
ENSMUSG00000031629,CENPU,ENSG00000151725
ENSMUSG00000031631,CFAP97,ENSG00000164323
ENSMUSG00000031633,SLC25A4,ENSG00000151729
ENSMUSG00000031634,UFSP2,ENSG00000109775
ENSMUSG00000031636,PDLIM3,ENSG00000154553
ENSMUSG00000031637,LRP2BP,ENSG00000109771
ENSMUSG00000031639,TLR3,ENSG00000164342
ENSMUSG00000031641,CBR4,ENSG00000145439
ENSMUSG00000031642,SH3RF1,ENSG00000154447
ENSMUSG00000031644,NEK1,ENSG00000137601
ENSMUSG00000031647,MFAP3L,ENSG00000198948
ENSMUSG00000031652,N4BP1,ENSG00000102921
ENSMUSG00000031657,HEATR3,ENSG00000155393
ENSMUSG00000031659,ADCY7,ENSG00000121281
ENSMUSG00000031660,BRD7,ENSG00000166164
ENSMUSG00000031661,NKD1,ENSG00000140807
ENSMUSG00000031662,SNX20,ENSG00000167208
ENSMUSG00000031665,SALL1,ENSG00000103449
ENSMUSG00000031666,RBL2,ENSG00000103479
ENSMUSG00000031667,AKTIP,ENSG00000166971
ENSMUSG00000031668,EIF2AK3,ENSG00000172071
ENSMUSG00000031669,GINS3,ENSG00000181938
ENSMUSG00000031671,SETD6,ENSG00000103037
ENSMUSG00000031672,GOT2,ENSG00000125166
ENSMUSG00000031673,CDH11,ENSG00000140937
ENSMUSG00000031681,SMAD1,ENSG00000170365
ENSMUSG00000031683,LSM6,ENSG00000164167
ENSMUSG00000031684,SLC10A7,ENSG00000120519
ENSMUSG00000031691,TNPO2,ENSG00000105576
ENSMUSG00000031696,VPS35,ENSG00000069329
ENSMUSG00000031697,ORC6,ENSG00000091651
ENSMUSG00000031698,MYLK3,ENSG00000140795
ENSMUSG00000031700,GPT2,ENSG00000166123
ENSMUSG00000031701,DNAJA2,ENSG00000069345
ENSMUSG00000031703,ITFG1,ENSG00000129636
ENSMUSG00000031706,RFX1,ENSG00000132005
ENSMUSG00000031708,TECR,ENSG00000099797
ENSMUSG00000031709,TBC1D9,ENSG00000109436
ENSMUSG00000031710,UCP1,ENSG00000109424
ENSMUSG00000031711,ZNF330,ENSG00000109445
ENSMUSG00000031712,IL15,ENSG00000164136
ENSMUSG00000031714,GAB1,ENSG00000109458
ENSMUSG00000031715,SMARCA5,ENSG00000153147
ENSMUSG00000031722,HP,ENSG00000257017
ENSMUSG00000031722,HPR,ENSG00000261701
ENSMUSG00000031723,TXNL4B,ENSG00000140830
ENSMUSG00000031728,ZNF821,ENSG00000102984
ENSMUSG00000031729,IST1,ENSG00000182149
ENSMUSG00000031730,DHODH,ENSG00000102967
ENSMUSG00000031731,AP1G1,ENSG00000166747
ENSMUSG00000031732,PHLPP2,ENSG00000040199
ENSMUSG00000031734,IRX3,ENSG00000177508
ENSMUSG00000031737,IRX5,ENSG00000176842
ENSMUSG00000031740,MMP2,ENSG00000087245
ENSMUSG00000031748,GNAO1,ENSG00000087258
ENSMUSG00000031749,ST3GAL2,ENSG00000157350
ENSMUSG00000031750,IL34,ENSG00000157368
ENSMUSG00000031751,AMFR,ENSG00000159461
ENSMUSG00000031753,COG4,ENSG00000103051
ENSMUSG00000031754,NUDT21,ENSG00000167005
ENSMUSG00000031755,BBS2,ENSG00000125124
ENSMUSG00000031756,CENPN,ENSG00000166451
ENSMUSG00000031757,MT4,ENSG00000102891
ENSMUSG00000031758,CDYL2,ENSG00000166446
ENSMUSG00000031760,MT3,ENSG00000087250
ENSMUSG00000031762,MT2A,ENSG00000125148
ENSMUSG00000031765,MT1G,ENSG00000125144
ENSMUSG00000031766,SLC12A3,ENSG00000070915
ENSMUSG00000031767,NUDT7,ENSG00000140876
ENSMUSG00000031770,HERPUD1,ENSG00000051108
ENSMUSG00000031772,CNTNAP4,ENSG00000152910
ENSMUSG00000031772,,ENSG00000287694
ENSMUSG00000031774,PSME3IP1,ENSG00000172775
ENSMUSG00000031775,PLLP,ENSG00000102934
ENSMUSG00000031776,ARL2BP,ENSG00000102931
ENSMUSG00000031778,CX3CL1,ENSG00000006210
ENSMUSG00000031779,CCL22,ENSG00000102962
ENSMUSG00000031780,CCL17,ENSG00000102970
ENSMUSG00000031781,CIAPIN1,ENSG00000005194
ENSMUSG00000031782,COQ9,ENSG00000088682
ENSMUSG00000031783,POLR2C,ENSG00000102978
ENSMUSG00000031785,ADGRG1,ENSG00000205336
ENSMUSG00000031786,DRC7,ENSG00000159625
ENSMUSG00000031787,KATNB1,ENSG00000140854
ENSMUSG00000031788,KIFC3,ENSG00000140859
ENSMUSG00000031789,CNGB1,ENSG00000070729
ENSMUSG00000031790,MMP15,ENSG00000102996
ENSMUSG00000031791,TMEM38A,ENSG00000072954
ENSMUSG00000031792,USB1,ENSG00000103005
ENSMUSG00000031796,CFAP20,ENSG00000070761
ENSMUSG00000031799,TPM4,ENSG00000167460
ENSMUSG00000031803,B3GNT3,ENSG00000179913
ENSMUSG00000031805,JAK3,ENSG00000105639
ENSMUSG00000031807,PGLS,ENSG00000130313
ENSMUSG00000031808,SLC27A1,ENSG00000130304
ENSMUSG00000031812,MAP1LC3B2,ENSG00000258102
ENSMUSG00000031812,MAP1LC3B,ENSG00000140941
ENSMUSG00000031813,MVB12A,ENSG00000141971
ENSMUSG00000031816,MTHFSD,ENSG00000103248
ENSMUSG00000031818,COX4I1,ENSG00000131143
ENSMUSG00000031819,EMC8,ENSG00000131148
ENSMUSG00000031820,BABAM1,ENSG00000105393
ENSMUSG00000031820,,ENSG00000269307
ENSMUSG00000031821,GINS2,ENSG00000131153
ENSMUSG00000031822,GSE1,ENSG00000131149
ENSMUSG00000031823,ZDHHC7,ENSG00000153786
ENSMUSG00000031824,KIAA0513,ENSG00000135709
ENSMUSG00000031825,CRISPLD2,ENSG00000103196
ENSMUSG00000031826,USP10,ENSG00000103194
ENSMUSG00000031827,COTL1,ENSG00000103187
ENSMUSG00000031828,KLHL36,ENSG00000135686
ENSMUSG00000031831,DNAAF1,ENSG00000154099
ENSMUSG00000031832,TAF1C,ENSG00000103168
ENSMUSG00000031833,MAST3,ENSG00000099308
ENSMUSG00000031834,,ENSG00000268173
ENSMUSG00000031834,PIK3R2,ENSG00000105647
ENSMUSG00000031835,MBTPS1,ENSG00000140943
ENSMUSG00000031837,NECAB2,ENSG00000103154
ENSMUSG00000031840,RAB3A,ENSG00000105649
ENSMUSG00000031841,CDH13,ENSG00000140945
ENSMUSG00000031842,,ENSG00000285188
ENSMUSG00000031842,PDE4C,ENSG00000105650
ENSMUSG00000031843,MPHOSPH6,ENSG00000135698
ENSMUSG00000031844,HSD17B2,ENSG00000086696
ENSMUSG00000031847,C16orf46,ENSG00000166455
ENSMUSG00000031848,LSM4,ENSG00000130520
ENSMUSG00000031849,COMP,ENSG00000105664
ENSMUSG00000031851,NTPCR,ENSG00000135778
ENSMUSG00000031853,MAP3K21,ENSG00000143674
ENSMUSG00000031858,MAU2,ENSG00000129933
ENSMUSG00000031860,PBX4,ENSG00000105717
ENSMUSG00000031861,LPAR2,ENSG00000064547
ENSMUSG00000031862,ATP13A1,ENSG00000105726
ENSMUSG00000031864,INTS10,ENSG00000104613
ENSMUSG00000031865,DCTN1,ENSG00000204843
ENSMUSG00000031870,PGR,ENSG00000082175
ENSMUSG00000031871,CDH5,ENSG00000179776
ENSMUSG00000031872,BEAN1,ENSG00000166546
ENSMUSG00000031875,CMTM3,ENSG00000140931
ENSMUSG00000031877,CES2,ENSG00000172831
ENSMUSG00000031878,NAE1,ENSG00000159593
ENSMUSG00000031879,CIAO2B,ENSG00000166595
ENSMUSG00000031880,RRAD,ENSG00000166592
ENSMUSG00000031881,CDH16,ENSG00000166589
ENSMUSG00000031883,CA7,ENSG00000168748
ENSMUSG00000031885,CBFB,ENSG00000067955
ENSMUSG00000031886,CES2,ENSG00000172831
ENSMUSG00000031887,TRADD,ENSG00000102871
ENSMUSG00000031889,C16orf70,ENSG00000125149
ENSMUSG00000031891,HSD11B2,ENSG00000176387
ENSMUSG00000031893,TSNAXIP1,ENSG00000102904
ENSMUSG00000031896,CTRL,ENSG00000141086
ENSMUSG00000031897,PSMB10,ENSG00000205220
ENSMUSG00000031898,DPEP3,ENSG00000141096
ENSMUSG00000031901,DUS2,ENSG00000167264
ENSMUSG00000031902,NFATC3,ENSG00000072736
ENSMUSG00000031903,PLA2G15,ENSG00000103066
ENSMUSG00000031904,SLC7A6,ENSG00000103064
ENSMUSG00000031906,SMPD3,ENSG00000103056
ENSMUSG00000031907,ZFP90,ENSG00000184939
ENSMUSG00000031910,HAS3,ENSG00000103044
ENSMUSG00000031913,,ENSG00000260914
ENSMUSG00000031913,VPS4A,ENSG00000132612
ENSMUSG00000031916,,ENSG00000272617
ENSMUSG00000031916,,ENSG00000260371
ENSMUSG00000031917,NIP7,ENSG00000132603
ENSMUSG00000031918,MTMR2,ENSG00000087053
ENSMUSG00000031921,TERF2,ENSG00000132604
ENSMUSG00000031922,CEP57,ENSG00000166037
ENSMUSG00000031924,CYB5B,ENSG00000103018
ENSMUSG00000031925,MAML2,ENSG00000184384
ENSMUSG00000031928,MRE11,ENSG00000020922
ENSMUSG00000031930,WWP2,ENSG00000198373
ENSMUSG00000031931,ANKRD49,ENSG00000168876
ENSMUSG00000031932,GPR83,ENSG00000123901
ENSMUSG00000031933,IZUMO1R,ENSG00000183560
ENSMUSG00000031934,PANX1,ENSG00000110218
ENSMUSG00000031935,,ENSG00000284057
ENSMUSG00000031935,MED17,ENSG00000042429
ENSMUSG00000031936,HEPHL1,ENSG00000181333
ENSMUSG00000031937,VSTM5,ENSG00000214376
ENSMUSG00000031938,C11orf54,ENSG00000182919
ENSMUSG00000031939,TAF1D,ENSG00000166012
ENSMUSG00000031948,KARS1,ENSG00000065427
ENSMUSG00000031949,ADAT1,ENSG00000065457
ENSMUSG00000031950,GABARAPL2,ENSG00000034713
ENSMUSG00000031951,TMEM231,ENSG00000205084
ENSMUSG00000031953,TMEM170A,ENSG00000166822
ENSMUSG00000031954,CFDP1,ENSG00000153774
ENSMUSG00000031955,BCAR1,ENSG00000050820
ENSMUSG00000031958,LDHD,ENSG00000166816
ENSMUSG00000031959,WDR59,ENSG00000103091
ENSMUSG00000031960,AARS1,ENSG00000090861
ENSMUSG00000031962,CDH15,ENSG00000129910
ENSMUSG00000031963,BMPER,ENSG00000164619
ENSMUSG00000031965,TBX20,ENSG00000164532
ENSMUSG00000031966,GLB1L3,ENSG00000166105
ENSMUSG00000031969,ACAD8,ENSG00000151498
ENSMUSG00000031970,DBNDD1,ENSG00000003249
ENSMUSG00000031971,CCSAP,ENSG00000154429
ENSMUSG00000031972,ACTA1,ENSG00000143632
ENSMUSG00000031974,ABCB10,ENSG00000135776
ENSMUSG00000031976,URB2,ENSG00000135763
ENSMUSG00000031979,COG2,ENSG00000135775
ENSMUSG00000031980,AGT,ENSG00000135744
ENSMUSG00000031981,CAPN9,ENSG00000135773
ENSMUSG00000031982,ARV1,ENSG00000173409
ENSMUSG00000031983,C1orf198,ENSG00000119280
ENSMUSG00000031984,C1orf131,ENSG00000143633
ENSMUSG00000031985,GNPAT,ENSG00000116906
ENSMUSG00000031986,SPRTN,ENSG00000010072
ENSMUSG00000031987,EGLN1,ENSG00000135766
ENSMUSG00000031987,,ENSG00000287856
ENSMUSG00000031988,VPS26B,ENSG00000151502
ENSMUSG00000031990,JAM3,ENSG00000166086
ENSMUSG00000031993,SNX19,ENSG00000120451
ENSMUSG00000031994,ADAMTS8,ENSG00000134917
ENSMUSG00000031995,ST14,ENSG00000149418
ENSMUSG00000031996,APLP2,ENSG00000084234
ENSMUSG00000031997,TRPC6,ENSG00000137672
ENSMUSG00000032000,BIRC3,ENSG00000023445
ENSMUSG00000032002,DCUN1D5,ENSG00000137692
ENSMUSG00000032006,PDGFD,ENSG00000170962
ENSMUSG00000032009,SESN3,ENSG00000149212
ENSMUSG00000032010,USP2,ENSG00000036672
ENSMUSG00000032011,THY1,ENSG00000154096
ENSMUSG00000032012,NECTIN1,ENSG00000110400
ENSMUSG00000032013,TRIM29,ENSG00000137699
ENSMUSG00000032014,OAF,ENSG00000184232
ENSMUSG00000032015,POU2F3,ENSG00000137709
ENSMUSG00000032017,GRIK4,ENSG00000149403
ENSMUSG00000032018,SC5D,ENSG00000109929
ENSMUSG00000032020,UBASH3B,ENSG00000154127
ENSMUSG00000032021,CRTAM,ENSG00000109943
ENSMUSG00000032023,JHY,ENSG00000109944
ENSMUSG00000032024,CLMP,ENSG00000166250
ENSMUSG00000032026,REXO2,ENSG00000076043
ENSMUSG00000032028,NXPE2,ENSG00000204361
ENSMUSG00000032030,CUL5,ENSG00000166266
ENSMUSG00000032033,BARX2,ENSG00000043039
ENSMUSG00000032034,KCNJ5,ENSG00000120457
ENSMUSG00000032035,ETS1,ENSG00000134954
ENSMUSG00000032036,KIRREL3,ENSG00000149571
ENSMUSG00000032038,ST3GAL4,ENSG00000110080
ENSMUSG00000032040,DCPS,ENSG00000110063
ENSMUSG00000032041,TIRAP,ENSG00000150455
ENSMUSG00000032042,SRPRA,ENSG00000182934
ENSMUSG00000032044,RPUSD4,ENSG00000165526
ENSMUSG00000032046,ABHD12,ENSG00000100997
ENSMUSG00000032047,ACAT1,ENSG00000075239
ENSMUSG00000032050,RDX,ENSG00000137710
ENSMUSG00000032051,FDX1,ENSG00000137714
ENSMUSG00000032053,POU2AF1,ENSG00000110777
ENSMUSG00000032057,C11orf88,ENSG00000183644
ENSMUSG00000032058,PPP2R1B,ENSG00000137713
ENSMUSG00000032059,ALG9,ENSG00000086848
ENSMUSG00000032059,,ENSG00000258529
ENSMUSG00000032060,CRYAB,ENSG00000109846
ENSMUSG00000032062,C11orf52,ENSG00000149300
ENSMUSG00000032064,DIXDC1,ENSG00000150764
ENSMUSG00000032066,BCO2,ENSG00000197580
ENSMUSG00000032067,PTS,ENSG00000150787
ENSMUSG00000032068,PLET1,ENSG00000188771
ENSMUSG00000032076,CADM1,ENSG00000182985
ENSMUSG00000032077,BUD13,ENSG00000137656
ENSMUSG00000032078,ZPR1,ENSG00000109917
ENSMUSG00000032081,APOC3,ENSG00000110245
ENSMUSG00000032085,TAGLN,ENSG00000149591
ENSMUSG00000032086,BACE1,ENSG00000186318
ENSMUSG00000032087,DSCAML1,ENSG00000177103
ENSMUSG00000032089,IL10RA,ENSG00000110324
ENSMUSG00000032091,TMPRSS4,ENSG00000137648
ENSMUSG00000032092,MPZL2,ENSG00000149573
ENSMUSG00000032093,CD3E,ENSG00000198851
ENSMUSG00000032094,CD3D,ENSG00000167286
ENSMUSG00000032096,ARCN1,ENSG00000095139
ENSMUSG00000032097,DDX6,ENSG00000110367
ENSMUSG00000032101,DDX25,ENSG00000109832
ENSMUSG00000032103,PUS3,ENSG00000110060
ENSMUSG00000032105,PDZD3,ENSG00000172367
ENSMUSG00000032109,NLRX1,ENSG00000160703
ENSMUSG00000032112,TRAPPC4,ENSG00000196655
ENSMUSG00000032113,CHEK1,ENSG00000149554
ENSMUSG00000032114,SLC37A4,ENSG00000137700
ENSMUSG00000032115,HYOU1,ENSG00000149428
ENSMUSG00000032116,STT3A,ENSG00000134910
ENSMUSG00000032118,FEZ1,ENSG00000149557
ENSMUSG00000032119,HINFP,ENSG00000172273
ENSMUSG00000032120,C2CD2L,ENSG00000172375
ENSMUSG00000032121,TMEM218,ENSG00000150433
ENSMUSG00000032122,SLC37A2,ENSG00000134955
ENSMUSG00000032123,DPAGT1,ENSG00000172269
ENSMUSG00000032125,ROBO4,ENSG00000154133
ENSMUSG00000032126,HMBS,ENSG00000256269
ENSMUSG00000032127,VPS11,ENSG00000160695
ENSMUSG00000032128,ROBO3,ENSG00000154134
ENSMUSG00000032131,ABCG4,ENSG00000172350
ENSMUSG00000032135,MCAM,ENSG00000076706
ENSMUSG00000032171,PIN1,ENSG00000127445
ENSMUSG00000032172,OLFM2,ENSG00000105088
ENSMUSG00000032174,ICAM5,ENSG00000105376
ENSMUSG00000032175,TYK2,ENSG00000105397
ENSMUSG00000032177,PDE4A,ENSG00000065989
ENSMUSG00000032178,ILF3,ENSG00000129351
ENSMUSG00000032179,BMP5,ENSG00000112175
ENSMUSG00000032180,TMED1,ENSG00000099203
ENSMUSG00000032181,SCG3,ENSG00000104112
ENSMUSG00000032182,YIPF2,ENSG00000130733
ENSMUSG00000032184,LYSMD2,ENSG00000140280
ENSMUSG00000032185,CARM1,ENSG00000142453
ENSMUSG00000032186,TMOD2,ENSG00000128872
ENSMUSG00000032187,SMARCA4,ENSG00000127616
ENSMUSG00000032191,BCL2L10,ENSG00000137875
ENSMUSG00000032192,GNB5,ENSG00000069966
ENSMUSG00000032193,LDLR,ENSG00000130164
ENSMUSG00000032194,KANK2,ENSG00000197256
ENSMUSG00000032198,DOCK6,ENSG00000130158
ENSMUSG00000032199,POLR2M,ENSG00000255529
ENSMUSG00000032202,RAB27A,ENSG00000069974
ENSMUSG00000032204,AQP9,ENSG00000103569
ENSMUSG00000032207,LIPC,ENSG00000166035
ENSMUSG00000032212,SLTM,ENSG00000137776
ENSMUSG00000032215,RSL24D1,ENSG00000137876
ENSMUSG00000032216,NEDD4,ENSG00000069869
ENSMUSG00000032217,RNF111,ENSG00000157450
ENSMUSG00000032218,CCNB2,ENSG00000157456
ENSMUSG00000032220,MYO1E,ENSG00000157483
ENSMUSG00000032221,MNS1,ENSG00000138587
ENSMUSG00000032224,FAM81A,ENSG00000157470
ENSMUSG00000032226,GCNT3,ENSG00000140297
ENSMUSG00000032228,TCF12,ENSG00000140262
ENSMUSG00000032231,ANXA2,ENSG00000182718
ENSMUSG00000032232,CGNL1,ENSG00000128849
ENSMUSG00000032235,ICE2,ENSG00000128915
ENSMUSG00000032238,RORA,ENSG00000069667
ENSMUSG00000032239,RP9,ENSG00000164610
ENSMUSG00000032243,ITGA11,ENSG00000137809
ENSMUSG00000032244,FEM1B,ENSG00000169018
ENSMUSG00000032245,CLN6,ENSG00000128973
ENSMUSG00000032246,CALML4,ENSG00000129007
ENSMUSG00000032249,ANP32D,ENSG00000139223
ENSMUSG00000032249,ANP32A,ENSG00000140350
ENSMUSG00000032251,IRAK1BP1,ENSG00000146243
ENSMUSG00000032252,GLCE,ENSG00000138604
ENSMUSG00000032253,PHIP,ENSG00000146247
ENSMUSG00000032254,KIF23,ENSG00000137807
ENSMUSG00000032257,ANKK1,ENSG00000170209
ENSMUSG00000032258,LCA5,ENSG00000135338
ENSMUSG00000032261,SH3BGRL2,ENSG00000198478
ENSMUSG00000032262,ELOVL4,ENSG00000118402
ENSMUSG00000032263,BCKDHB,ENSG00000083123
ENSMUSG00000032264,ZW10,ENSG00000086827
ENSMUSG00000032265,TENT5A,ENSG00000112773
ENSMUSG00000032267,USP28,ENSG00000048028
ENSMUSG00000032268,TMPRSS5,ENSG00000166682
ENSMUSG00000032269,HTR3A,ENSG00000166736
ENSMUSG00000032271,NNMT,ENSG00000166741
ENSMUSG00000032278,PAQR5,ENSG00000137819
ENSMUSG00000032279,IDH3A,ENSG00000166411
ENSMUSG00000032280,TLE3,ENSG00000140332
ENSMUSG00000032281,ACSBG1,ENSG00000103740
ENSMUSG00000032285,DNAJA4,ENSG00000140403
ENSMUSG00000032288,IMP3,ENSG00000177971
ENSMUSG00000032289,THSD4,ENSG00000187720
ENSMUSG00000032290,PTPN9,ENSG00000169410
ENSMUSG00000032291,CRABP1,ENSG00000166426
ENSMUSG00000032293,IREB2,ENSG00000136381
ENSMUSG00000032294,PKM,ENSG00000067225
ENSMUSG00000032295,MAN2C1,ENSG00000140400
ENSMUSG00000032297,,ENSG00000273025
ENSMUSG00000032297,CELF6,ENSG00000140488
ENSMUSG00000032298,NEIL1,ENSG00000140398
ENSMUSG00000032299,COMMD4,ENSG00000140365
ENSMUSG00000032300,C15orf39,ENSG00000167173
ENSMUSG00000032301,PSMA4,ENSG00000041357
ENSMUSG00000032303,CHRNA3,ENSG00000080644
ENSMUSG00000032305,FAM219B,ENSG00000178761
ENSMUSG00000032306,MPI,ENSG00000178802
ENSMUSG00000032307,UBE2Q2,ENSG00000140367
ENSMUSG00000032308,ULK3,ENSG00000140474
ENSMUSG00000032309,FBXO22,ENSG00000167196
ENSMUSG00000032311,NRG4,ENSG00000169752
ENSMUSG00000032312,CSK,ENSG00000103653
ENSMUSG00000032313,TMEM266,ENSG00000169758
ENSMUSG00000032314,ETFA,ENSG00000140374
ENSMUSG00000032315,CYP1A1,ENSG00000140465
ENSMUSG00000032316,CLK3,ENSG00000179335
ENSMUSG00000032318,ISL2,ENSG00000159556
ENSMUSG00000032320,RCN2,ENSG00000117906
ENSMUSG00000032322,PSTPIP1,ENSG00000140368
ENSMUSG00000032323,CYP11A1,ENSG00000140459
ENSMUSG00000032324,TSPAN3,ENSG00000140391
